date,description,amount,type,category
18 Aug 2025,To Theo new house,0.1,expense,Transfer
19 Aug 2025,Shopify,1.23,expense,Uncategorized
19 Aug 2025,To Theo new house,5.3,expense,Transfer
19 Aug 2025,To Holiday,5.0,expense,Transfer
19 Aug 2025,To Theo new house,5.0,expense,Transfer
19 Aug 2025,Amazon,14.99,expense,Uncategorized
19 Aug 2025,Ooosch,15.47,expense,Uncategorized
19 Aug 2025,Google Pay top-up by *8687,150.0,expense,Transfer
19 Aug 2025,To Theo new house,100.0,expense,Transfer
19 Aug 2025,To Holiday,100.0,expense,Transfer
20 Aug 2025,Transfer from ISIS CRISTINNE MEIRA COQUEIRO DIAS,50.0,income,Transfer
20 Aug 2025,To Theo new house,10.0,expense,Transfer
20 Aug 2025,To Theo new house,10.0,expense,Transfer
20 Aug 2025,To Holiday,5.0,expense,Transfer
20 Aug 2025,To Theo new house,5.0,expense,Transfer
20 Aug 2025,To Theo new house,4.0,expense,Transfer
20 Aug 2025,To Theo new house,5.0,expense,Transfer
21 Aug 2025,Boots,15.6,expense,Uncategorized
21 Aug 2025,To Holiday,5.0,expense,Transfer
21 Aug 2025,To Theo new house,5.0,expense,Transfer
21 Aug 2025,Liffey Valley parking,2.5,expense,Uncategorized
21 Aug 2025,Circle K Gas Station,8.5,expense,Uncategorized
21 Aug 2025,Circle K Gas Station,50.0,expense,Uncategorized
21 Aug 2025,To Theo new house,6.3,expense,Transfer
21 Aug 2025,To Theo new house,1.4,expense,Transfer
21 Aug 2025,Transfer from NATHALIA MARTINS AMERICANO,45.0,income,Transfer
22 Aug 2025,Transfer from FELIPE BERTANHA,50.0,income,Transfer
22 Aug 2025,To Holiday,5.0,expense,Transfer
22 Aug 2025,To Theo new house,5.0,expense,Transfer
22 Aug 2025,Blacknight,7.37,expense,Uncategorized
22 Aug 2025,To Theo new house,10.0,expense,Transfer
22 Aug 2025,Dunnes Stores,62.86,expense,Transfer
22 Aug 2025,To Theo new house,7.5,expense,Transfer
22 Aug 2025,To Theo new house,0.1,expense,Transfer
22 Aug 2025,Payment from PAOLA RECH,180.0,income,Transfer
22 Aug 2025,To Theo new house,6.5,expense,Transfer
22 Aug 2025,To Theo new house,3.7,expense,Transfer
23 Aug 2025,To Theo new house,2.5,expense,Transfer
23 Aug 2025,HiperDino,79.63,expense,Uncategorized
23 Aug 2025,Dublin Coach,16.0,expense,Uncategorized
23 Aug 2025,Taxis 69 Puerto Rosari,15.35,expense,Transfer
23 Aug 2025,To Holiday,5.0,expense,Transfer
23 Aug 2025,To Theo new house,5.0,expense,Transfer
23 Aug 2025,WHSmith,8.99,expense,Uncategorized
23 Aug 2025,To Theo new house,4.0,expense,Transfer
23 Aug 2025,To Theo new house,2.0,expense,Transfer
23 Aug 2025,To Theo new house,10.0,expense,Transfer
23 Aug 2025,To Theo new house,10.0,expense,Transfer
23 Aug 2025,To Theo new house,0.5,expense,Transfer
23 Aug 2025,Dublin & Cork Airport Duty Free,9.25,expense,Uncategorized
24 Aug 2025,Ultra plan fee,45.0,expense,Uncategorized
24 Aug 2025,From Holiday,245.0,income,Transfer
24 Aug 2025,Caybeach,4.6,expense,Uncategorized
24 Aug 2025,Minimercado Caybeach,16.8,expense,Uncategorized
24 Aug 2025,Hope,8.0,expense,Uncategorized
24 Aug 2025,Ryanair,10.75,expense,Uncategorized
24 Aug 2025,To Holiday,5.0,expense,Transfer
24 Aug 2025,To Theo new house,5.0,expense,Transfer
24 Aug 2025,Sweet Shop,4.0,expense,Uncategorized
24 Aug 2025,Boutique Sofi,20.95,expense,Uncategorized
25 Aug 2025,To Holiday,5.0,expense,Transfer
25 Aug 2025,To Theo new house,5.0,expense,Transfer
25 Aug 2025,To Theo new house,9.1,expense,Transfer
26 Aug 2025,To Holiday,5.0,expense,Transfer
26 Aug 2025,To Theo new house,5.0,expense,Transfer
26 Aug 2025,Farmacia Lda. Carolina Sanchez,15.09,expense,Uncategorized
27 Aug 2025,To Holiday,5.0,expense,Transfer
27 Aug 2025,To Theo new house,5.0,expense,Transfer
27 Aug 2025,To Theo new house,7.0,expense,Transfer
28 Aug 2025,To Holiday,5.0,expense,Transfer
28 Aug 2025,To Theo new house,5.0,expense,Transfer
28 Aug 2025,China Shop,20.3,expense,Uncategorized
28 Aug 2025,To Theo new house,5.0,expense,Transfer
29 Aug 2025,Servicios Canarios En Pla,10.5,expense,Uncategorized
29 Aug 2025,To Holiday,5.0,expense,Transfer
29 Aug 2025,To Theo new house,5.0,expense,Transfer
29 Aug 2025,To Theo new house,1.5,expense,Transfer
30 Aug 2025,To Holiday,5.0,expense,Transfer
30 Aug 2025,To Theo new house,5.0,expense,Transfer
30 Aug 2025,HiperDino,7.85,expense,Uncategorized
30 Aug 2025,To Theo new house,5.0,expense,Transfer
30 Aug 2025,To Theo new house,6.2,expense,Transfer
30 Aug 2025,From Theo new house,400.0,income,Transfer
31 Aug 2025,To Holiday,5.0,expense,Transfer
31 Aug 2025,To Theo new house,5.0,expense,Transfer
31 Aug 2025,Caybeach,2.5,expense,Uncategorized
31 Aug 2025,Lidl,53.38,expense,Uncategorized
1 Sept 2025,To Allianz,210.33,expense,Transfer
1 Sept 2025,To Theo new house,2.0,expense,Transfer
1 Sept 2025,To Holiday,5.0,expense,Transfer
1 Sept 2025,To Theo new house,5.0,expense,Transfer
2 Sept 2025,To Holiday,5.0,expense,Transfer
2 Sept 2025,To Theo new house,5.0,expense,Transfer
2 Sept 2025,To Theo new house,1.3,expense,Transfer
2 Sept 2025,Minimercado Caybeach,6.8,expense,Uncategorized
3 Sept 2025,To Holiday,5.0,expense,Transfer
3 Sept 2025,To Theo new house,5.0,expense,Transfer
3 Sept 2025,To Theo new house,10.0,expense,Transfer
3 Sept 2025,To Theo new house,1.0,expense,Transfer
3 Sept 2025,Pg Vakinha.com Contri,15.87,expense,Uncategorized
4 Sept 2025,China Shop,35.9,expense,Uncategorized
4 Sept 2025,To Holiday,5.0,expense,Transfer
4 Sept 2025,To Theo new house,5.0,expense,Transfer
4 Sept 2025,Ryanair,34.0,expense,Uncategorized
4 Sept 2025,From Holiday,60.0,income,Transfer
4 Sept 2025,From Theo new house,30.0,income,Transfer
4 Sept 2025,To Theo new house,9.0,expense,Transfer
4 Sept 2025,To Theo new house,7.0,expense,Transfer
4 Sept 2025,From Theo new house,30.0,income,Transfer
4 Sept 2025,To Theo new house,0.5,expense,Transfer
5 Sept 2025,The AA,105.1,expense,Uncategorized
5 Sept 2025,To Holiday,5.0,expense,Transfer
5 Sept 2025,To Theo new house,5.0,expense,Transfer
5 Sept 2025,Behan Vending Services,1.3,expense,Uncategorized
5 Sept 2025,Zenklub.com,18.95,expense,Uncategorized
6 Sept 2025,From Theo new house,60.0,income,Transfer
6 Sept 2025,To Theo new house,2.5,expense,Transfer
7 Sept 2025,Temu,56.75,expense,Uncategorized
7 Sept 2025,Transfer from JULIANA CASSIA TAVARES DE SOUSA,60.0,income,Transfer
7 Sept 2025,To Theo new house,5.4,expense,Transfer
7 Sept 2025,To Holiday,5.0,expense,Transfer
7 Sept 2025,To Theo new house,5.0,expense,Transfer
8 Sept 2025,Payment from AIRBNB PAYMENTS LUXEMBOURG S.A.,325.53,income,Transfer
8 Sept 2025,To Holiday,5.0,expense,Transfer
8 Sept 2025,To Theo new house,5.0,expense,Transfer
8 Sept 2025,Just Eat,18.46,expense,Uncategorized
8 Sept 2025,To Theo new house,300.0,expense,Transfer
9 Sept 2025,To Holiday,5.0,expense,Transfer
9 Sept 2025,To Theo new house,5.0,expense,Transfer
10 Sept 2025,To Holiday,5.0,expense,Transfer
10 Sept 2025,To Theo new house,5.0,expense,Transfer
11 Sept 2025,To Holiday,5.0,expense,Transfer
11 Sept 2025,To Theo new house,5.0,expense,Transfer
11 Sept 2025,From Holiday,30.0,income,Transfer
11 Sept 2025,To Theo new house,8.0,expense,Transfer
12 Sept 2025,Mcdonald's,20.35,expense,Uncategorized
12 Sept 2025,Cursor,17.2,expense,Uncategorized
14 Sept 2025,Transfer from MARINA PISANO,60.0,income,Transfer
14 Sept 2025,To Holiday,5.0,expense,Transfer
14 Sept 2025,To Theo new house,5.0,expense,Transfer
15 Sept 2025,From Theo new house,110.0,income,Transfer
15 Sept 2025,From Theo new house,5.0,income,Transfer
16 Sept 2025,From Theo new house,30.0,income,Transfer
16 Sept 2025,From Theo new house,50.0,income,Transfer
16 Sept 2025,To Theo new house,5.8,expense,Transfer
16 Sept 2025,From Theo new house,30.0,income,Transfer
16 Sept 2025,To Theo new house,1.4,expense,Transfer
16 Sept 2025,To Holiday,5.0,expense,Transfer
16 Sept 2025,To Theo new house,5.0,expense,Transfer
16 Sept 2025,Hickey’s Pharmacy,162.16,expense,Uncategorized
16 Sept 2025,Transfer from ANA CAROLINE AMARAL RODRIGUES,60.0,income,Transfer
17 Sept 2025,Transfer from BETHANIA DINIZ HIDALGO,50.0,income,Transfer
17 Sept 2025,To Holiday,5.0,expense,Transfer
17 Sept 2025,To Theo new house,5.0,expense,Transfer
17 Sept 2025,To Theo new house,10.0,expense,Transfer
17 Sept 2025,Temu,29.55,expense,Uncategorized
17 Sept 2025,Temu,27.42,expense,Uncategorized
17 Sept 2025,Temu,28.86,expense,Uncategorized
18 Sept 2025,Circle K Gas Station,35.0,expense,Uncategorized
18 Sept 2025,To Holiday,5.0,expense,Transfer
18 Sept 2025,To Theo new house,5.0,expense,Transfer
18 Sept 2025,To Theo new house,10.0,expense,Transfer
18 Sept 2025,Payment from PAOLA RECH,65.0,income,Transfer
18 Sept 2025,To Theo new house,9.5,expense,Transfer
19 Sept 2025,Mcdonald's,13.05,expense,Uncategorized
19 Sept 2025,To Holiday,5.0,expense,Transfer
19 Sept 2025,To Theo new house,5.0,expense,Transfer
19 Sept 2025,To Theo new house,3.0,expense,Transfer
19 Sept 2025,To Theo new house,5.2,expense,Transfer
19 Sept 2025,From Holiday,10.0,income,Transfer
19 Sept 2025,To Theo new house,1.5,expense,Transfer
20 Sept 2025,Lidl,22.7,expense,Uncategorized
20 Sept 2025,Temu,28.48,expense,Uncategorized
20 Sept 2025,Temu,25.85,expense,Uncategorized
22 Sept 2025,Payment from AIRBNB PAYMENTS LUXEMBOURG S.A.,125.2,income,Transfer
22 Sept 2025,To Holiday,5.0,expense,Transfer
22 Sept 2025,To Theo new house,5.0,expense,Transfer
22 Sept 2025,To Theo new house,10.0,expense,Transfer
22 Sept 2025,Google Ads,10.0,expense,Uncategorized
23 Sept 2025,To Holiday,5.0,expense,Transfer
23 Sept 2025,To Theo new house,5.0,expense,Transfer
23 Sept 2025,To Theo new house,3.8,expense,Transfer
24 Sept 2025,Ultra plan fee,55.0,expense,Uncategorized
24 Sept 2025,Dunnes Stores,47.62,expense,Transfer
24 Sept 2025,From Theo new house,30.0,income,Transfer
24 Sept 2025,To Holiday,5.0,expense,Transfer
25 Sept 2025,Payment from AIRBNB PAYMENTS LUXEMBOURG S.A.,62.6,income,Transfer
25 Sept 2025,From Theo new house,50.0,income,Transfer
25 Sept 2025,To Ianara Fernandes,50.0,expense,Transfer
25 Sept 2025,To Holiday,5.0,expense,Transfer
25 Sept 2025,To Theo new house,5.0,expense,Transfer
25 Sept 2025,To Theo new house,10.0,expense,Transfer
25 Sept 2025,From Theo new house,45.0,income,Transfer
25 Sept 2025,To Theo new house,1.5,expense,Transfer
25 Sept 2025,From Holiday,20.0,income,Transfer
26 Sept 2025,Circle K Gas Station,20.0,expense,Uncategorized
26 Sept 2025,D Nail,45.0,expense,Uncategorized
27 Sept 2025,Transfer from TAIS CASTANHO MEDINA,50.0,income,Transfer
27 Sept 2025,To Holiday,5.0,expense,Transfer
27 Sept 2025,To Theo new house,5.0,expense,Transfer
27 Sept 2025,Amazon,43.85,expense,Uncategorized
28 Sept 2025,To Holiday,5.0,expense,Transfer
28 Sept 2025,To Theo new house,5.0,expense,Transfer
28 Sept 2025,From Theo new house,50.0,income,Transfer
28 Sept 2025,To Theo new house,8.5,expense,Transfer
28 Sept 2025,From Holiday,25.0,income,Transfer
28 Sept 2025,From Theo new house,20.0,income,Transfer
28 Sept 2025,To Theo new house,3.3,expense,Transfer
29 Sept 2025,Payment from PAOLA RECH,165.0,income,Transfer
29 Sept 2025,Payment from AIRBNB PAYMENTS LUXEMBOURG S.A.,154.1,income,Transfer
29 Sept 2025,Payment from AIRBNB PAYMENTS LUXEMBOURG S.A.,115.57,income,Transfer
29 Sept 2025,Circle K Gas Station,32.22,expense,Uncategorized
29 Sept 2025,To Theo new house,300.0,expense,Transfer
29 Sept 2025,To Holiday,100.0,expense,Transfer
29 Sept 2025,To Holiday,5.0,expense,Transfer
29 Sept 2025,To Theo new house,5.0,expense,Transfer
29 Sept 2025,IKEA,14.15,expense,Uncategorized
30 Sept 2025,From Theo new house,200.0,income,Transfer
30 Sept 2025,To Theo new house,2.3,expense,Transfer
30 Sept 2025,To Holiday,5.0,expense,Transfer
30 Sept 2025,To Theo new house,5.0,expense,Transfer
30 Sept 2025,IKEA,43.0,expense,Uncategorized
30 Sept 2025,To Theo new house,10.0,expense,Transfer
30 Sept 2025,Transfer from ISIS CRISTINNE MEIRA COQUEIRO DIAS,50.0,income,Transfer
30 Sept 2025,From Holiday,20.0,income,Transfer
1 Oct 2025,Payment from AIRBNB PAYMENTS LUXEMBOURG S.A.,192.62,income,Transfer
1 Oct 2025,To Theo new house,100.0,expense,Transfer
1 Oct 2025,To Holiday,50.0,expense,Transfer
1 Oct 2025,To Ianara Fernandes,30.0,expense,Transfer
1 Oct 2025,To Theo new house,7.4,expense,Transfer
1 Oct 2025,Allianz,210.33,expense,Uncategorized
1 Oct 2025,Dunnes Stores,9.77,expense,Transfer
1 Oct 2025,Coursiv 3yxw,19.67,expense,Uncategorized
1 Oct 2025,Circle K Gas Station,40.0,expense,Uncategorized
1 Oct 2025,From Holiday,50.0,income,Transfer
1 Oct 2025,From Holiday,10.0,income,Transfer
1 Oct 2025,Temu,21.26,expense,Uncategorized
1 Oct 2025,From Holiday,50.0,income,Transfer
1 Oct 2025,To Theo new house,0.4,expense,Transfer
1 Oct 2025,To Holiday,5.0,expense,Transfer
1 Oct 2025,To Theo new house,5.0,expense,Transfer
2 Oct 2025,Temu,59.4,expense,Uncategorized
2 Oct 2025,Google Ads,12.96,expense,Uncategorized
2 Oct 2025,To Holiday,5.0,expense,Transfer
2 Oct 2025,To Theo new house,5.0,expense,Transfer
3 Oct 2025,From Theo new house,100.0,income,Transfer
3 Oct 2025,To Theo new house,8.8,expense,Transfer
3 Oct 2025,To Theo new house,1.2,expense,Transfer
3 Oct 2025,To Holiday,5.0,expense,Transfer
4 Oct 2025,Dunnes Stores,83.12,expense,Transfer
4 Oct 2025,Boots,20.88,expense,Uncategorized
4 Oct 2025,From Holiday,7.0,income,Transfer
4 Oct 2025,To Holiday,5.0,expense,Transfer
6 Oct 2025,From Theo new house,100.0,income,Transfer
6 Oct 2025,To Holiday,5.0,expense,Transfer
6 Oct 2025,To Theo new house,5.0,expense,Transfer
6 Oct 2025,To Theo new house,3.5,expense,Transfer
6 Oct 2025,From Holiday,20.0,income,Transfer
6 Oct 2025,To Theo new house,3.4,expense,Transfer
7 Oct 2025,Microsoft,82.66,expense,Uncategorized
7 Oct 2025,To Holiday,5.0,expense,Transfer
7 Oct 2025,GoCar,13.65,expense,Uncategorized
7 Oct 2025,From Theo new house,100.0,income,Transfer
7 Oct 2025,To Theo new house,3.5,expense,Transfer
7 Oct 2025,To Theo new house,5.0,expense,Transfer
7 Oct 2025,To Theo new house,10.0,expense,Transfer
7 Oct 2025,Payment from FBD INSURANCE PLC,4650.0,income,Transfer
7 Oct 2025,To Theo new house,4600.0,expense,Transfer
8 Oct 2025,To Theo new house,2.5,expense,Transfer
8 Oct 2025,To Theo new house,7.7,expense,Transfer
8 Oct 2025,To Theo new house,2.1,expense,Transfer
8 Oct 2025,To Holiday,5.0,expense,Transfer
8 Oct 2025,To Theo new house,5.0,expense,Transfer
8 Oct 2025,GoCar,39.65,expense,Uncategorized
8 Oct 2025,GoCar,26.0,expense,Uncategorized
9 Oct 2025,FREE NOW,19.1,expense,Uncategorized
9 Oct 2025,Shopify,1.23,expense,Uncategorized
9 Oct 2025,GoCar,26.75,expense,Uncategorized
9 Oct 2025,From Theo new house,2900.0,income,Transfer
9 Oct 2025,To Ianara Fernandes,2900.0,expense,Transfer
9 Oct 2025,From Theo new house,200.0,income,Transfer
9 Oct 2025,To Theo new house,5.0,expense,Transfer
9 Oct 2025,To Holiday,5.0,expense,Transfer
9 Oct 2025,To Theo new house,5.0,expense,Transfer
10 Oct 2025,Allianz,147.5,expense,Uncategorized
10 Oct 2025,To Holiday,5.0,expense,Transfer
10 Oct 2025,To Theo new house,5.0,expense,Transfer
11 Oct 2025,Transfer from ALLANA BRUNA BONINSENHA,20.0,income,Transfer
11 Oct 2025,To Holiday,5.0,expense,Transfer
11 Oct 2025,To Theo new house,5.0,expense,Transfer
11 Oct 2025,From Theo new house,400.0,income,Transfer
11 Oct 2025,To Theo new house,0.3,expense,Transfer
11 Oct 2025,To Theo new house,6.5,expense,Transfer
11 Oct 2025,From Theo new house,500.0,income,Transfer
11 Oct 2025,To Theo new house,10.0,expense,Transfer
12 Oct 2025,IKEA,761.0,expense,Uncategorized
12 Oct 2025,To Holiday,5.0,expense,Transfer
12 Oct 2025,To Theo new house,5.0,expense,Transfer
12 Oct 2025,Smyths Toys Superstores,80.97,expense,Transfer
12 Oct 2025,Cursor,17.35,expense,Uncategorized
13 Oct 2025,To Theo new house,10.0,expense,Transfer
13 Oct 2025,To Holiday,5.0,expense,Transfer
13 Oct 2025,To Theo new house,5.0,expense,Transfer
13 Oct 2025,Payment from PAOLA RECH,370.0,income,Transfer
14 Oct 2025,To Ianara Fernandes,300.0,expense,Transfer
14 Oct 2025,More4Less,5.0,expense,Uncategorized
14 Oct 2025,Circle K Gas Station,20.0,expense,Uncategorized
14 Oct 2025,To Holiday,5.0,expense,Transfer
14 Oct 2025,To Theo new house,5.0,expense,Transfer
14 Oct 2025,To Theo new house,0.3,expense,Transfer
14 Oct 2025,Apple Pay top-up by *1682,55.0,expense,Transfer
15 Oct 2025,To Theo new house,8.7,expense,Transfer
15 Oct 2025,To Holiday,5.0,expense,Transfer
15 Oct 2025,To Theo new house,5.0,expense,Transfer
15 Oct 2025,From Holiday,40.0,income,Transfer
15 Oct 2025,To Theo new house,5.4,expense,Transfer
15 Oct 2025,From Holiday,20.0,income,Transfer
15 Oct 2025,To Theo new house,8.8,expense,Transfer
16 Oct 2025,Temu,49.46,expense,Uncategorized
16 Oct 2025,Temu,17.12,expense,Uncategorized
16 Oct 2025,Just Eat,63.97,expense,Uncategorized
16 Oct 2025,From Theo new house,60.0,income,Transfer
16 Oct 2025,Amazon,17.13,expense,Uncategorized
16 Oct 2025,To Holiday,5.0,expense,Transfer
17 Oct 2025,From Theo new house,100.0,income,Transfer
17 Oct 2025,To Theo new house,10.0,expense,Transfer
18 Oct 2025,Transfer from JESSE' MORELATTO BENATO,50.0,income,Transfer
18 Oct 2025,To Holiday,5.0,expense,Transfer
18 Oct 2025,To Theo new house,5.0,expense,Transfer
18 Oct 2025,From Theo new house,400.0,income,Transfer
18 Oct 2025,Transfer to THAIS PIRES DE LIMA AZEVEDO,78.0,expense,Transfer
18 Oct 2025,Motor Tax Online,53.0,expense,Transfer
18 Oct 2025,Tallaght Sports And L,90.0,expense,Uncategorized
18 Oct 2025,From Theo new house,100.0,income,Transfer
18 Oct 2025,To Theo new house,0.8,expense,Transfer
18 Oct 2025,Transfer from LIZANDRA RIBEIRO CAVALCANTE,30.0,income,Transfer
18 Oct 2025,Transfer from Revolut user,70.0,income,Transfer
19 Oct 2025,To Theo new house,200.0,expense,Transfer
19 Oct 2025,To Holiday,5.0,expense,Transfer
19 Oct 2025,Tst Foxhunter Elepha,357.92,expense,Uncategorized
19 Oct 2025,Transfer from WAGNER VIANA DE OLIVEIRA,21.45,income,Transfer
19 Oct 2025,To Theo new house,5.0,expense,Transfer
19 Oct 2025,Transfer from JESSE' MORELATTO BENATO,50.0,income,Transfer
19 Oct 2025,To Holiday,50.0,expense,Transfer
20 Oct 2025,To Holiday,5.0,expense,Transfer
20 Oct 2025,To Theo new house,5.0,expense,Transfer
20 Oct 2025,From Theo new house,180.0,income,Transfer
20 Oct 2025,To Theo new house,8.5,expense,Transfer
20 Oct 2025,Payment from GABRYELLE LOPES DE OLIVEIRA,40.0,income,Transfer
21 Oct 2025,Transfer from Revolut user,58.0,income,Transfer
21 Oct 2025,Transfer from Revolut user,40.0,income,Transfer
21 Oct 2025,To Holiday,5.0,expense,Transfer
21 Oct 2025,To Theo new house,5.0,expense,Transfer
21 Oct 2025,To Theo new house,10.0,expense,Transfer
21 Oct 2025,To Theo new house,4.0,expense,Transfer
21 Oct 2025,Hickey’s Pharmacy,163.15,expense,Uncategorized
21 Oct 2025,To Theo new house,10.0,expense,Transfer
22 Oct 2025,Transfer from WENDER COSTA SILVA,55.0,income,Transfer
22 Oct 2025,Transfer from EOIN BRENDAN NEWELL,60.0,income,Transfer
22 Oct 2025,Circle K Gas Station,20.0,expense,Uncategorized
22 Oct 2025,Beyond the Trees,64.0,expense,Uncategorized
22 Oct 2025,Beyond the Trees,12.6,expense,Uncategorized
22 Oct 2025,To Holiday,5.0,expense,Transfer
22 Oct 2025,To Theo new house,5.0,expense,Transfer
22 Oct 2025,To Theo new house,4.0,expense,Transfer
22 Oct 2025,To Theo new house,1.1,expense,Transfer
23 Oct 2025,Temu,31.6,expense,Uncategorized
23 Oct 2025,Temu,26.89,expense,Uncategorized
23 Oct 2025,Transfer from MONIQUE LARISSA WOLF ARNHOLD,50.0,income,Transfer
23 Oct 2025,To Theo new house,50.0,expense,Transfer
23 Oct 2025,To Holiday,45.0,expense,Transfer
23 Oct 2025,To Holiday,5.0,expense,Transfer
23 Oct 2025,To Theo new house,5.0,expense,Transfer
23 Oct 2025,Transfer from Revolut user,35.0,income,Transfer
24 Oct 2025,Temu,26.89,expense,Uncategorized
24 Oct 2025,Temu,31.6,expense,Uncategorized
24 Oct 2025,Ultra plan fee,55.0,expense,Uncategorized
24 Oct 2025,Transfer from PEDRO DE NIGRIS VASCONCELLOS,45.0,income,Transfer
24 Oct 2025,To Holiday,5.0,expense,Transfer
24 Oct 2025,To Theo new house,5.0,expense,Transfer
25 Oct 2025,To Holiday,5.0,expense,Transfer
25 Oct 2025,To Theo new house,5.0,expense,Transfer
25 Oct 2025,McCabes Pharmacy,7.29,expense,Uncategorized
26 Oct 2025,To Holiday,5.0,expense,Transfer
26 Oct 2025,To Theo new house,5.0,expense,Transfer
26 Oct 2025,To Theo new house,1.0,expense,Transfer
26 Oct 2025,To Theo new house,10.0,expense,Transfer
26 Oct 2025,To Theo new house,3.0,expense,Transfer
26 Oct 2025,From Theo new house,80.0,income,Transfer
26 Oct 2025,From Theo new house,100.0,income,Transfer
26 Oct 2025,To Theo new house,3.0,expense,Transfer
26 Oct 2025,From Holiday,150.0,income,Transfer
26 Oct 2025,From Theo new house,100.0,income,Transfer
26 Oct 2025,To Ianara Fernandes,315.0,expense,Transfer
27 Oct 2025,To Holiday,5.0,expense,Transfer
27 Oct 2025,To Theo new house,5.0,expense,Transfer
27 Oct 2025,Dunnes Stores,76.23,expense,Transfer
